"association","fromObjectIdentity","toObjectIdentity"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_hashnk"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_hashfull"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_bgv_rollup_cd"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_bgv_rollup_descr"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_deferred_ind"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_fx_conv_ind"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_iqs_ind"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_orig_curr_ind"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_prem_tax_ind"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_sub_cd"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_sub_descr"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_cd"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_descr"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_grp_cd"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_grp_descr"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance/dw_row_active_ind"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance/dw_row_start_dt"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance/dw_row_end_dt"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance/dw_batch_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance/dw_create_dt"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance","denodo_vdp/policy_asset/iv_sz_dw_xle_t_d_xle_transaction_type_finance/dw_last_update_dt"
"com.infa.ldm.relational.SchemaView","denodo_vdp/policy_asset","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/ptd_as_is_fact_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/ptd_as_is_fact_key_parent"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/ptd_fact_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/ptd_fact_key_orig"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/ptd_orig_amt"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/ptd_trans_amt"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/acctg_dt"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/acctg_from_dt"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/acctg_to_dt"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/acctg_pd_future_dated_ind"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/chartf_uw_year"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/funct_curr_conv_dt"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/payment_due_dt"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/prem_instalm_due_dt"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/sign_multiplier"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/trans_eff_dt"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/trans_entr_dt"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/upr_eff_dt"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/upr_expr_dt"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/acctg_pd_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/acctg_pd_key_actuarial_adjusted"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/acctg_pd_key_when_created"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/bu_chartf_affiliate_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/bu_chartf_affiliate_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/curr_orig_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/curr_orig_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/curr_trans_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/curr_trans_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/cmpl_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/cmpl_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/cvrg_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/cvrg_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/insd_loc_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/insd_loc_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/l_acctg_pd"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/l_cvrg_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/l_cvrg_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/l_plcy_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/l_plcy_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/mpl_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/mpl_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/obu_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/obu_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_gsr_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_gsr_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_ind_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_ind_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_le_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_le_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_lob_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_lob_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_uw_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_uw_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/party_broker_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/party_broker_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/party_insured_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/party_insured_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/party_insurer_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/party_insurer_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/plcy_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/plcy_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/plcy_cvrg_grp_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/plcy_cvrg_grp_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/plcy_cvrg_nbr_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/plcy_cvrg_nbr_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/plcy_endr_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/plcy_endr_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/product_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/product_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/prog_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/prog_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/ptd_facth_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/risk_loc_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/risk_loc_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/rpl_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/rpl_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/s2_prod_line_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/s2_prod_line_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/src_sys_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/ssr_bus_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/ssr_bus_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/trans_bus_type_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/trans_ent_type_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/trans_fin_type_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/trans_fin_type_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/trans_jrnl_type_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/trans_origin_type_key"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/ptd_src_trans_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_por_id"
"com.infa.ldm.relational.ViewViewColumn","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is","denodo_vdp/policy_asset/iv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_por_key"
